"cas_number","dtxsid","preferred_name","mw_g_mol"
"74738-17-3","DTXSID0036633","Fenpicionil",237.08
"64257-84-7","DTXSID0024002","Fenpropathrin",349.43
"67306-00-7","DTXSID9058157","Fenpropidin",273.464
"76492-92-7","DTXSID30860836","(2R,6S)-2,6-Dimethyl-4-{(2R)-2-methyl-3-[4-(2-methyl-2-propanyl)phenyl]propyl}morpholine",303.49
"134098-61-6","DTXSID7032557","Fenpyroximate",421.497
"80-38-6","DTXSID6041973","Fenson",268.71
"115-90-2","DTXSID6021953","Fensulfothion",308.35
"55-38-9","DTXSID8020620","Fenthion",278.32
"101-42-8","DTXSID7037551","Fenuron",164.208
"51630-58-1","DTXSID101017940","Fenvalerate",419.91
"58667-63-3","DTXSID1058137","Flamprop",321.73
"52756-22-6","DTXSID6041977","Flamprop-isopropyl",363.81
"104040-78-0","DTXSID3034610","Flazasulfuron",407.32
"90035-08-8","DTXSID1058212","Flocoumafen",542.554
"158062-67-0","DTXSID8034611","Flonicamid",229.162
"145701-23-1","DTXSID7044340","Florasulam",359.28
"229977-93-9","DTXSID4058027","Fluacrypyrim",426.392
"79241-46-6","DTXSID0034855","Butyl (2R)-2-(4-{[5-(trifluoromethyl)pyridin-2-yl]oxy}phenoxy)propanoate",383.367
"79622-59-6","DTXSID7032551","Fluazinam",465.09
"86811-58-7","DTXSID1046556","Fluazuron",506.21
"33245-39-5","DTXSID9032614","Fluchloralin",355.7
"113036-88-7","DTXSID0034356","Flucycloxuron",483.9
"70124-77-5","DTXSID0022301","Flucythrinate",451.47
"131341-86-1","DTXSID2032398","Fludioxonil",248.189
"142459-58-3","DTXSID2032552","Flufenacet",363.33
"101463-69-8","DTXSID1041978","Flufenoxuron",488.77
"162320-67-4","DTXSID7057993","Diflovidazin",304.68
"69770-45-2","DTXSID8058166","Flumethrin",510.39
"103361-09-7","DTXSID7032555","Flumioxazin",354.337
"77501-90-7","DTXSID0041983","Fluoroglycofen-ethyl",447.75
"361377-29-9","DTXSID2034625","Fluoxastrobin",458.83
"136426-54-5","DTXSID5057965","Fluquinconazole",376.17
"59756-60-4","DTXSID8024107","1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone",329.322
"61213-25-0","DTXSID0041987","Flurochloridone",312.11
"56425-91-3","DTXSID3024108","Flurprimidol",312.292
"96525-23-4","DTXSID5058228","Flurtamone",333.31
"4319-02-2","DTXSID8063412","Benzoic acid, 3,5-dihydroxy-4-methoxy-",184.147
"66332-96-5","DTXSID8024109","Flutolanil",323.315
"76674-21-0","DTXSID8040727","Flutriafol",301.297
"102851-06-9","DTXSID7037555","tau-Fluvalinate",502.92
"72178-02-0","DTXSID7024112","Fomesafen",438.76
"173159-57-4","DTXSID7034753","Foramsulfuron",452.44
"68157-60-8","DTXSID1034634","Forchlorfenuron",247.68
"22259-30-9","DTXSID9041990","Formetanate",221.26
"98886-44-3","DTXSID0034930","Fosthiazate",283.34
"3878-19-1","DTXSID4041995","Fuberidazole",184.198
"57646-30-7","DTXSID4047543","Furalaxyl",301.342
"65907-30-4","DTXSID3052725","Furathiocarb",382.48
"121776-33-8","DTXSID4041999","Furilazole",278.13
"51276-47-2","DTXSID0043973","Glufosinate",181.128
"111872-58-3","DTXSID3057935","Halfenprox",477.346
"112226-61-6","DTXSID4032619","Halofenozide",330.81
"87237-48-7","DTXSID9058492","Haloxyfop-etotyl",433.81
"23560-59-0","DTXSID5042037","Heptenophos",250.61
"79983-71-4","DTXSID4034653","Hexaconazole",314.21
"86479-06-3","DTXSID3032620","Hexaflumuron",461.14
"78587-05-0","DTXSID7024299","Hexythiazox",352.88
"73790-28-0","DTXSID8024151","Imazalil",297.18
"81405-85-8","DTXSID3032412","Imazamethabenz-methyl",NA
"81334-34-1","DTXSID8034665","Imazapyr",261.281
"122548-33-8","DTXSID2057946","Imazosulfuron",412.81
"86598-92-7","DTXSID7058204","Imibenconazole",411.73
"82211-24-3","DTXSID0058192","Inabenfide",338.79
"87-51-4","DTXSID5020738","Indole-3-acetic acid",175.187
"18181-70-9","DTXSID8040278","Iodenphos",412.99
"1689-83-4","DTXSID8022161","Ioxynil",370.916
"26087-47-8","DTXSID7058040","Iprobenfos",288.34
"36734-19-7","DTXSID3024154","Iprodione",330.17
"140923-17-7","DTXSID0047662","Iprovalicarb",320.433
"42509-80-8","DTXSID7034676","Isazofos",313.74
"30979-48-7","DTXSID70184967","N-Isobutyl-2-oxo-1-imidazolidinecarboxamide",185.227
"24353-61-5","DTXSID7042063","Isocarbophos",289.29
"25311-71-1","DTXSID8032417","Isofenphos",345.39
"99675-03-3","DTXSID80912551","Isofenphos-methyl",331.37
"2631-40-5","DTXSID6042072","Isoprocarb",193.246
"33820-53-0","DTXSID8024157","Isopropalin",309.366
"34123-59-6","DTXSID1042077","Isoproturon",206.289
"56046-17-4","DTXSID10204592","Isoproturon-desmethyl",178.235
"82558-50-7","DTXSID8024159","Isoxaben",332.4
"163520-33-0","DTXSID7040360","Ethyl 5,5-diphenyl-2-isoxazoline-3-carboxylate",295.338
"18854-01-8","DTXSID0042080","Isoxathion",313.31
"2164-08-1","DTXSID9042093","Lenacil",234.299
"21609-90-5","DTXSID3040279","Leptophos",412.06
"112-56-1","DTXSID6024674","2-(2-Butoxyethoxy)ethyl thiocyanate",203.3
"103055-07-8","DTXSID5034357","Lufenuron",511.15
"2595-54-2","DTXSID0042117","Mecarbam",329.37
"7619-35-4","DTXSID301365161","1,13-dimethyl-10-prop-2-enyl-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol",257.377
"135590-91-9","DTXSID6037564","Mefenpyr-diethyl",373.23
"53780-34-0","DTXSID7034709","Mefluidide",310.29
"110235-47-7","DTXSID4042121","Mepanipyrim",223.279
"55814-41-0","DTXSID1037565","Mepronil",269.344
"41394-05-2","DTXSID7047568","Metamitron",202.217
"67129-08-2","DTXSID4058156","Metazachlor",277.75
"18691-97-9","DTXSID0037570","Methabenzthiazuron",221.28
"62610-77-9","DTXSID0058144","Methacrifos",240.21
"28730-17-8","DTXSID8042137","Methfuroxam",229.279
"2032-65-7","DTXSID3032626","Methiocarb",225.31
"40596-69-8","DTXSID8032627","Methoprene",310.478
"841-06-5","DTXSID2040286","Methoprotryne",271.38
"3060-89-7","DTXSID6042157","Metobromuron",259.103
"1129-41-5","DTXSID8057938","Metolcarb",165.192
"133408-50-1","DTXSID1057959","Metominostrobin",284.315
"139528-85-1","DTXSID9047544","Metosulam",418.25
"19937-59-8","DTXSID1042158","Metoxuron",228.68
"220899-03-6","DTXSID9058020","Metrafenone",409.276
"74223-64-6","DTXSID6023864","Metsulfuron-methyl",381.36
"7786-34-7","DTXSID2032683","Mevinphos",224.149
"315-18-4","DTXSID7020893","Mexacarbate",222.288
"113-48-4","DTXSID6032562","Octylbicycloheptenedicarboximide",275.392
"6923-22-4","DTXSID9034816","Monocrotophos",223.165
"150-68-5","DTXSID0020311","Monuron",198.65
"15299-99-7","DTXSID5024211","Napropamide",271.36
"132-66-1","DTXSID6032437","Naptalam",291.306
"555-37-3","DTXSID4042200","Neburon",275.17
"150824-47-8","DTXSID8041080","(E)-Nitenpyram",270.72
"10552-74-6","DTXSID5037579","Nitrothal-isopropyl",295.291
"121451-02-3","DTXSID0034774","Noviflumuron",529.14
"63284-71-9","DTXSID2042220","Nuarimol",314.74
"58810-48-3","DTXSID6058138","Ofurace",281.74
"34622-58-7","DTXSID0058061","Orbencarb",257.78
"39807-15-3","DTXSID8058085","Oxadiargyl",341.19
"19666-30-9","DTXSID3024239","Oxadiazon",345.22
"77732-09-3","DTXSID2032631","Oxadixyl",278.308
"144651-06-9","DTXSID4034364","Oxasulfuron",406.41
"76738-62-0","DTXSID2024242","Paclobutrazol",293.8
"56-38-2","DTXSID7021100","Parathion",291.26
"87-86-5","DTXSID7021106","Pentachlorophenol",266.32
"1114-71-2","DTXSID8021199","Pebulate",203.34
"66246-88-6","DTXSID8042260","Penconazole",284.18
"66063-05-6","DTXSID3042261","Pencycuron",328.84
"35367-31-8","DTXSID8042262","Penfluron",344.241
"2307-68-8","DTXSID3042265","Pentanochlor",239.74
"52645-53-1","DTXSID8022292","Permethrin",391.29
"106700-29-2","DTXSID4057928","Pethoxamid",295.81
"13684-63-4","DTXSID1024255","Phenmedipham",300.314
"26002-80-2","DTXSID7032688","Phenothrin",350.458
"2597-03-7","DTXSID6042280","Phenthoate",320.36
"2310-17-0","DTXSID1024259","Phosalone",367.8
"5104-30-3",NA,NA,NA
"13171-21-6","DTXSID7021156","Phosphamidon",299.69
"14816-18-3","DTXSID8034324","Phoxim",298.3
"119515-38-7","DTXSID0034227","Icaridin",229.32
"1918-02-1","DTXSID1021160","Picloram",241.45
"137641-05-5","DTXSID8044339","Picolinafen",376.311
"117428-22-5","DTXSID9047542","Picoxystrobin",367.324
"23103-98-2","DTXSID1032569","Pirimicarb",238.291
"23505-41-1","DTXSID5042297","Pirimiphos-ethyl",333.39
"29232-93-7","DTXSID0024266","Pirimiphos-methyl",305.33
"51218-49-6","DTXSID8058112","Pretilachlor",311.85
"67747-09-5","DTXSID4024270","Prochloraz",376.66
"32809-16-8","DTXSID9033923","Procymidone",284.14
"139001-49-3","DTXSID5057969","Profoxydim",466.03
"88805-35-0","DTXSID1043966","Prohexadione",212.201
"2631-37-0","DTXSID4037617","Promecarb",207.273
"1918-16-7","DTXSID4024274","Propachlor",211.69
"24579-73-5","DTXSID1040295","Propamocarb",188.271
"7292-16-2","DTXSID2058172","Propaphos",304.34
"111479-05-1","DTXSID8057934","Propaquizafop",443.88
"31218-83-4","DTXSID7032470","Propetamphos",281.31
"122-42-9","DTXSID7020766","Propham",179.219
"145026-81-9","DTXSID8037704","Propoxycarbazone",398.39
"189278-12-4","DTXSID1058008","Proquinazid",372.206
"52888-80-9","DTXSID3058119","Prosulfocarb",251.39
"178928-70-6","DTXSID4034869","Prothioconazole",344.25
"129630-19-9","DTXSID8034871","Pyraflufen-ethyl",413.17
"13457-18-6","DTXSID7042352","Pyrazophos",373.36
"71561-11-0","DTXSID3058167","Pyrazoxyfen",403.26
"121-21-1","DTXSID4034499","Pyrethrin I",328.452
"121637-29-4","DTXSID901417738","Seminal plasma inhibin (85-94), tyr(85), cys(acm)(87)-",1215.34
"25402-06-6","DTXSID4041787","Cinerin I",316.441
"121-20-0","DTXSID9041788","Cinerin II",360.45
"4466-14-2","DTXSID5042081","Jasmolin I",330.468
"1172-63-0","DTXSID0042082","Jasmolin II",374.477
"88678-67-5","DTXSID2058209","Pyributicarb",330.45
"119-12-0","DTXSID2042355","Pyridaphenthion",340.33
"55512-33-9","DTXSID2032639","Pyridate",378.92
"88283-41-4","DTXSID2042359","Pyrifenox",295.16
"53112-28-0","DTXSID8034877","Pyrimethanil",199.257
"105779-78-0","DTXSID9057925","Pyrimidifen",377.91
"13593-03-8","DTXSID7024291","Quinalphos",298.3
"84087-01-4","DTXSID6032641","Quinclorac",242.06
"90717-03-6","DTXSID1042364","Quinmerac",221.64
"124495-18-7","DTXSID2034881","Quinoxyfen",308.13
"76578-14-8","DTXSID9023889","Quizalofop-ethyl",372.81
"40341-04-6","DTXSID20193342","1-Benzimidazolyl-3,5-dimethylpyrazole",212.256
"10453-86-8","DTXSID7022253","Resmethrin",338.447
"122931-48-0","DTXSID1032642","Rimsulfuron",431.44
"83-79-4","DTXSID6021248","Rotenone",394.423
"152-16-9","DTXSID0042373","Octamethylpyrophosphoramide",286.253
"7286-69-3","DTXSID7058171","Sebuthylazine",229.71
"26259-45-0","DTXSID8037594","Secbumeton",225.296
"74051-80-2","DTXSID9024304","Sethoxydim",327.48
"1014-70-6","DTXSID8037596","Simetryn",213.3
"168316-95-8","DTXSID7032478","Spinosad",NA
"131929-63-0","DTXSID3037599","Spinosyn D",745.995
"131929-61-8","DTXSID50904802","Spinosyn B",717.941
"148477-71-8","DTXSID6034928","Spirodiclofen",411.32
"283594-90-1","DTXSID1034929","Spiromesifen",370.489
"118134-30-8","DTXSID1034212","Spiroxamine",297.483
"57-24-9","DTXSID6023600","Strychnine",334.419
"99105-77-8","DTXSID9058230","Sulcotrione",328.76
"3689-24-5","DTXSID7024328","Sulfotep",322.31
"35400-43-2","DTXSID8032675","Sulprofos",322.44
"1918-18-9","DTXSID7042437","Swep",220.05
"21564-17-0","DTXSID6032647","2-(Thiocyanomethylthio)benzothiazole",238.34
"68716-49-4","DTXSID30444493","2-(4-Bromophenyl)-4,4,5,5-tetramethyl-1,3,2-dioxaborolane",282.97
"35256-85-0","DTXSID5041691","Butam",233.355
"83121-18-0","DTXSID6042440","Teflubenzuron",381.11
"79538-32-2","DTXSID5032577","Tefluthrin",418.74
"3383-96-8","DTXSID1032484","Temephos",466.46
"107-49-3","DTXSID3034957","Tetraethyl pyrophosphate",290.189
"149979-41-9","DTXSID7034252","Tepraloxydim",341.83
"33693-04-8","DTXSID1042445","Terbumeton",225.296
"886-50-0","DTXSID3024318","Terbutryn",241.36
"961-11-5","DTXSID1021320","Tetrachlorovinphos",365.95
"116-29-0","DTXSID7021316","Tetradifon",356.04
"1469-48-3","DTXSID0041220","cis-1,2,3,6-Tetrahydrophthalimide",151.165
"7696-12-0","DTXSID6032649","Tetramethrin",331.412
"96491-05-3","DTXSID0058227","Thenylchlor",323.84
"148-79-8","DTXSID0021337","Thiabendazole",201.25
"111988-49-9","DTXSID7034961","Thiacloprid",252.72
"153719-23-4","DTXSID2034962","Thiamethoxam",291.71
"117718-60-2","DTXSID1032488","Thiazopyr",396.38
"51707-55-2","DTXSID0032651","Thidiazuron",220.25
"79277-27-3","DTXSID1024124","Thifensulfuron methyl",387.39
"31895-21-3","DTXSID9047209","N,N-Dimethyl-1,2,3-trithian-5-amine",181.33
"59669-26-0","DTXSID0032578","Thiodicarb",354.46
"39196-18-4","DTXSID4042468","3,3-Dimethyl-1-(methylthio)butanone-O-(N-methylcarbamoyl)oxime",218.32
"640-15-3","DTXSID9042469","Thiometon",246.34
"297-97-2","DTXSID8042470","Thionazin",248.24
"23564-06-9","DTXSID3034531","Thiophanate",370.44
"23564-05-8","DTXSID1024338","Thiophanate-methyl",342.39
"137-26-8","DTXSID5021332","Bis(dimethylaminothiocarbonyl) disulfide",240.42
"36756-79-3","DTXSID6034425","Tiocarbazil",279.44
"34643-46-4","DTXSID8042349","Prothiofos",345.23
"57018-04-9","DTXSID0034776","Tolclofos-methyl",301.12
"129558-76-5","DTXSID6057952","Tolfenpyrad",383.88
"731-27-1","DTXSID8042478","Tolylfluanid",347.24
"87820-88-0","DTXSID1034973","Tralkoxydim",329.44
"66841-25-6","DTXSID0024343","Tralomethrin",665.014
"43121-43-3","DTXSID3023897","Triadimefon",293.75
"55219-65-3","DTXSID0032493","Triadimenol",295.77
"82097-50-5","DTXSID0024345","Triasulfuron",401.82
"112143-82-5","DTXSID5034307","Triazamate",314.4
"24017-47-8","DTXSID9037612","Triazophos",313.31
"72459-58-6","DTXSID3058169","Triazoxide",247.64
"101200-48-0","DTXSID8024101","Tribenuron-methyl",395.39
"52-68-6","DTXSID0021389","Trichlorfon",257.43
"327-98-0","DTXSID9038420","Trichloronat",333.59
"60825-26-5","DTXSID8069432","Acetic acid, [(3,5,6-trichloro-2-pyridinyl)oxy]-, methyl ester",270.49
"41814-78-2","DTXSID7037478","2,7,8,9-Tricyclazole",189.24
"145099-21-4","DTXSID0043971","Trifloxysulfuron",437.35
"68694-11-1","DTXSID2032500","Triflumizole",345.75
"64628-44-0","DTXSID5034355","Triflumuron",358.7
"126535-15-7","DTXSID2032502","Triflusulfuron-methyl",492.43
"26644-46-2","DTXSID5032654","N,N'-Bis(1-formamido-2,2,2-trichloroethyl)piperazine",434.95
"2655-15-4","DTXSID9041318","2,3,5-Trimethylphenyl methylcarbamate",193.246
"2686-99-9","DTXSID1040322","3,4,5-Trimethylphenyl methylcarbamate",193.246
"95266-40-3","DTXSID9032535","Trinexapac-ethyl",252.266
"131983-72-7","DTXSID0032655","Triticonazole",317.82
"83657-22-1","DTXSID7032505","(E)-1-(4-Chlorophenyl)-4,4-dimethyl-2-(1,2,4-triazol-1-yl)-1-penten-3-ol",291.78
"2275-23-2","DTXSID7042510","Vamidothion",287.33
"95-06-7","DTXSID7021289","Sulfallate",223.78
"50471-44-8","DTXSID4022361","Vinclozolin",286.11
"2655-14-3","DTXSID7058042","XMC",179.219
"156052-68-5","DTXSID9032581","Zoxamide",336.64
"18625-12-2","DTXSID70171872","Butanoic acid, 4-(2,4-dichlorophenoxy)-, methyl ester",263.11
"1928-38-7","DTXSID6041349","2,4-D-Methyl",235.06
"1418095-02-9","DTXSID60891330","2-Carbamoyl-3,5,6-trichloro-4-cyanobenzenesulfonic acid",329.53
"1668-54-8","DTXSID4041230","2-Amino-4-methoxy-6-methyl-1,3,5-triazine",140.146
"1869-24-5","DTXSID80380751","2-(Trifluoromethyl)benzenesulfonamide",225.19
"6515-38-4","DTXSID7038317","3,5,6-Trichloro-2-pyridinol",198.43
"90-98-2","DTXSID3037626","4,4'-Dichlorobenzophenone",251.11
"6299-92-9","DTXSID20286364","1H-benzimidazol-1-amine",133.154
"1185255-09-7","DTXSID10891507","Azoxystrobin acid",389.367
"98-10-2","DTXSID1059159","Benzenesulfonamide",157.19
"3337-62-0","DTXSID4041656","3,5-Dibromo-4-hydroxybenzoic acid",295.914
"53774-07-5","DTXSID9073547","Benzoic acid, 5-(2,4-dichlorophenoxy)-2-nitro-",328.1
"34681-24-8","DTXSID701016538","Butocarboxim sulfoxide",206.26
"5259-88-1","DTXSID8034792","Oxycarboxin",267.3
"252913-85-2","DTXSID50892513","Trifloxystrobin acid",394.35
"17254-80-7","DTXSID80891453","Methyldesphenylchloridazon",159.57
"6339-19-1","DTXSID50212792","5-Amino-4-chloro-3(2H)-pyridazinone",145.55
"1231710-75-0","DTXSID20891457","Dimethachlor-ethane sulfonic acid (ESA) sodium",323.34
"1086384-49-7","DTXSID80891458","Dimethachlor OXA",251.282
"380412-59-9","DTXSID4037530","Dimethenamid OA",271.33
"95-68-1","DTXSID8026305","2,4-Dimethylaniline",121.183
"4710-17-2","DTXSID60197041","N,N-Dimethyl-N′-phenylsulfamide",200.26
"1031-07-8","DTXSID3037541","Endosulfan sulfate",422.9
"53380-23-7","DTXSID80968033","Ethiofencarb sulfone",257.3
"53380-22-6","DTXSID20968032","Ethiofencarb sulfoxide",241.31
"14255-72-2","DTXSID80162079","Fensulfothion sulfone",324.35
"6552-12-1","DTXSID1041974","Fenthion oxon",262.26
"3761-42-0","DTXSID6041975","Fenthion sulfone",310.32
"3761-41-9","DTXSID9058076","Mesulfenfos",294.32
"205650-65-3","DTXSID0043719","Fipronil desulfinyl",389.08
"201668-32-8","DTXSID60891451","[(4-Fluorophenyl)(propan-2-yl)carbamoyl]methanesulfonic acid",275.29
"201668-31-7","DTXSID2037552","N-(4-Fluorophenyl)-N-methylethyl-aminooxoacetic acid",225.219
"2436-73-9","DTXSID60179100","MCPA methyl ester",214.65
"2786-19-8","DTXSID70863023","Methyl 2-(4-chloro-2-methylphenoxy)propanoate",228.67
"110964-79-9","DTXSID0074639","4-Mesyl-2-nitrobenzoic acid",245.21
"36993-94-9","DTXSID30190483","2H-1,2,4-triazin-5-one, 3-methyl-6-phenyl-",187.202
"1242182-77-9","DTXSID201017812","Metazachlor BH 479-11",305.4
"1246215-97-3","DTXSID501017811","Metazachlor BH 479-9",349.41
"1231244-60-2","DTXSID00891455","Metazachlor OXA",273.292
"172960-62-2","DTXSID40891454","Metazachlor ESA",323.37
"2179-25-1","DTXSID3042138","Methiocarb sulfone",257.3
"2635-10-1","DTXSID8042139","Methiocarb sulfoxide",241.31
"22454-92-8","DTXSID20865052","Mesurol phenol sulfoxide",184.25
"1217465-10-5","DTXSID70746827","N-(Carboxycarbonyl)-N-(2-ethyl-6-methylphenyl)-L-alanine",279.292
"1173021-76-5","DTXSID901016134","Sodium 2-(2-ethyl-6-methylanilino)-2-oxoethane-1-sulfonate",279.29
"120375-14-6","DTXSID30891443","Metolachlor morpholinone",233.311
"1418095-19-8","DTXSID901016160","N-(2-Ethyl-6-methylphenyl)-N-(2-sulfoacetyl)-L-alanine",329.37
"33089-74-6","DTXSID1037696","N'-(2,4-Dimethylphenyl)-N-methylformamidine",162.236
"60397-77-5","DTXSID6037697","N-(2,4-Dimethylphenyl)formamide",149.193
"298-00-0","DTXSID1020855","Methyl parathion",263.2
"94-71-3","DTXSID2042276","o-Ethoxyphenol",138.166
"30614-22-3","DTXSID20865552","Pirimicarb-desmethyl",224.264
"67747-01-7","DTXSID90891606","N-[2-(2,4,6-trichlorophenoxy)ethyl]propan-1-amine",282.59
"139542-32-8","DTXSID50891607","N-{Propyl[2-(2,4,6-trichlorophenoxy)ethyl]carbamoyl}formamide",353.62
"123732-85-4","DTXSID20891452","2-[(1-Methylethyl)phenylamino]-2-oxoethanesulfonic acid",257.3
"70628-36-3","DTXSID8037592","2-[(1-Methylethyl)phenylamino]-2-oxoacetic acid",207.229
"7374-53-0","DTXSID40224061","1,3,5-Triazin-2(1H)-one, 4,6-bis((1-methylethyl)amino)-",211.269
"120983-64-4","DTXSID3044338","2-(1-Chlorocyclopropyl)-1-(2-chlorophenyl)-3-(1H-1,2,4-triazol-1-yl)-2-propanol",312.19
"95977-28-9","DTXSID60273935","Quizalofop",344.75
"66753-07-9","DTXSID20216888","Hydroxyterbuthylazine",211.269
"30125-63-4","DTXSID80184211","Desethylterbutylazine",201.66
"66753-06-8","DTXSID60216887","4-amino-6-(tert-butylamino)-1,3,5-triazin-2-ol",183.215
"676228-91-4","DTXSID60583566","Thiacloprid amide",270.74
"84352-75-0","DTXSID40510618","5-(Trifluoromethyl)-1,3,4-thiadiazol-2(3H)-one",170.11
"88-06-2","DTXSID5021386","2,4,6-Trichlorophenol",197.44
"126-68-1","DTXSID7059567","O,O,O-Triethyl phosphorothioate",198.22
"104273-73-6","DTXSID501019900","Trinexapac",224.212
"2634-33-5","DTXSID5032523","1,2-Benzisothiazolin-3-one",151.18
"732-26-3","DTXSID2021311","2,4,6-Tris(tert-butyl)phenol",262.437
"88-63-1","DTXSID3044465","2,4-Diaminobenzenesulfonic acid",188.2
"65-85-0","DTXSID6020143","Benzoic acid",122.123
"94-26-8","DTXSID3020209","Butylparaben",194.23
"458-37-7","DTXSID8031077","Curcumin",368.385
"47324-98-1","DTXSID9043770","Denatonium",325.475
"3567-69-9","DTXSID3021225","Azorubine",502.42
"915-67-3","DTXSID2021232","Amaranth",604.46
"2611-82-7","DTXSID9021213","C.I. Acid Red 18, trisodium salt",604.46
"3734-67-6","DTXSID9044663","C.I. Acid Red 1",509.41
"25956-17-6","DTXSID4024436","Allura Red C.I.16035",496.42
"120-47-8","DTXSID9022528","Ethylparaben",166.176
"564-35-2","DTXSID8036499","11-Ketotestosterone",302.414
"566-76-7","DTXSID901047947","16alpha-Hydroxyestrone",286.371
"68-96-2","DTXSID6040747","17alpha-Hydroxyprogesterone",330.468
"1225-01-0","DTXSID10893662","5alpha-Estran-3alpha-ol-17-one",276.42
"382-44-5","DTXSID8040931","11beta-Hydroxyandrostenedione",302.414
"566-48-3","DTXSID3034113","4-Hydroxyandrostenedione",302.414
"3131-23-5","DTXSID00904312","4-Hydroxyestrone",286.371
"63-05-8","DTXSID8024523","4-Androstene-3,17-dione",286.415
"52-39-1","DTXSID7022419","Aldosterone",360.45
"24704-84-5","DTXSID90550721","(6alpha)-6-Hydroxyandrost-4-ene-3,17-dione",302.414
"53-41-8","DTXSID3036525","Androsterone",290.447
"1852-43-3","DTXSID80862764","Androsterone glucuronide",466.571
"846-48-0","DTXSID20894201","17beta-Boldenone",286.415
"50-22-6","DTXSID6022474","Corticosterone",346.467
"50-23-7","DTXSID7020714","Hydrocortisone",362.466
"53-06-5","DTXSID5022857","Cortisone",360.45
"1420-68-4","DTXSID10931295","3,20-Dioxopregn-4-en-21-yl heptanoate",442.64
"53-43-0","DTXSID4020379","Dehydroepiandrosterone",288.431
"58-19-5","DTXSID6022971","Dromostanolone",304.474
"152-62-5","DTXSID1022974","Dydrogesterone",312.453
"53-16-7","DTXSID4022367","Estrone",270.372
"362-06-1","DTXSID80904315","2-Hydroxyestrone",286.371
"50-28-2","DTXSID0020573","17beta-Estradiol",272.388
"50-27-1","DTXSID9022366","Estriol",288.387
"57-63-6","DTXSID5020576","17alpha-Ethinylestradiol",296.41
"481-29-8","DTXSID20289698","Epiandrosterone",290.447
"33036-33-8","DTXSID601043346","19-Noretiocholanolone",276.42
"73-31-4","DTXSID1022421","Melatonin",232.283
"1424-00-6","DTXSID90878533","Mesterolone",304.474
"434-05-9","DTXSID40963004","Methenolone acetate",344.495
"153-00-4","DTXSID10165179","Methenolone",302.458
"434-22-0","DTXSID7023350","Nandrolone",274.404
"62-90-8","DTXSID2023353","Nandrolone phenpropionate",406.566
"52-78-8","DTXSID0023379","Norethandrolone",302.458
"35189-28-7","DTXSID1046922","Norgestimate",369.505
"6533-00-2","DTXSID3047477","dl-Norgestrel",312.453
"53-33-8","DTXSID3023421","Paramethasone",392.467
"57-83-0","DTXSID3022370","Progesterone",314.469
"10418-03-8","DTXSID3044128","Stanozolol",328.5
"58-18-4","DTXSID1033664","17-Methyltestosterone",302.458
"2088-71-3","DTXSID50943135","Testosterone benzoate",392.539
"2944-87-8","DTXSID10477022","6alpha-Hydroxytestosterone",304.43
"53-05-4","DTXSID70878591","Tetrahydrocortisone",364.482
"53-02-1","DTXSID601018917","Tetrahydrocortisol",366.498
"302-91-0","DTXSID80861575","3alpha,5alpha-Tetrahydrocortisol",366.498
"10161-33-8","DTXSID0034192","17beta-Trenbolone",270.372
"143924-51-0",NA,NA,NA
"581-49-7","DTXSID901016110","(-)-Anatabine",160.22
"63-75-2","DTXSID3022617","Arecoline",155.197
"58-08-2","DTXSID0020232","Caffeine",194.194
"709-55-7","DTXSID1023029","Etilefrine",181.235
"486-84-0","DTXSID80197568","Harman",182.226
"54-11-5","DTXSID1020930","(-)-Nicotine",162.236
"83-67-0","DTXSID9026132","Theobromine",180.167
"58-55-9","DTXSID5021336","Theophylline",180.167
"486-56-6","DTXSID1047576","Cotinine",176.219
"34834-67-8","DTXSID30873224","trans-3'-Hydroxycotinine",192.218
"17685-04-0","DTXSID00904317","Ethyl glucuronide",222.193
"540-82-9","DTXSID10862151","Ethyl hydrogen sulfate",126.13
"5746-86-1","DTXSID50862034","(+/-)-Nornicotine",148.209
"919005-14-4","DTXSID40881350","4,8-Dioxa-3H-perfluorononanoic acid",378.07
"151-41-7","DTXSID0042088","Lauryl sulfate",266.4
"201686-09-1","DTXSID1047495","Ethoxylated dodecyl alcohol sulfate",NA
"7577-59-5","DTXSID40859791","2-[2-(Dodecyloxy)ethoxy]ethyl hydrogen sulfate",354.5
"13150-00-0","DTXSID3052852","Sodium lauryltrioxyethylene sulfate",420.54
"4754-44-3","DTXSID8041292","Tetradecyl sulfate",294.45
"65086-79-5","DTXSID80891271","Myreth sulfate",NA
"118033-75-3","DTXSID50873943","2-[2-(Tetradecyloxy)ethoxy]ethyl hydrogen sulfate",382.56
"216667-08-2","DTXSID50398742","ASB-14",434.68
"10328-35-5","DTXSID60872947","N-Benzyl-N,N-dimethyldodecan-1-aminium",304.541
"23884-64-2","DTXSID90178585","Benzoxonium",364.593
"10328-34-4","DTXSID3047007","Benzyl hexadecyl dimethyl ammonium",360.649
"5285-67-6","DTXSID801370636","N,N-Dimethyl-N-tetradecylbenzenemethanaminium chloroiodoiodate(1-) (1:1)",621.85
"2627-06-7","DTXSID5041647","Sodium 4-decylbenzenesulfonate",320.42
"121-65-3","DTXSID8050443","4-Dodecylbenzenesulfonic acid",326.5
